name	common	Ren_RNASEQ
NM_001163776	Tmprss3	0
NM_198094	Brd4	2.34277
NM_010831	Sik1	12.19545
NM_008804	Pde9a	0
NM_028902	Hsf2bp	5.380985
NM_001163748	Pde9a	1.269515
NM_016670	Pknox1	3.18682
NR_027493	Pknox1	1.559706
NM_020508	Brd4	27.7599
NM_028543	Zfp763	2.542615
NM_001100187	Gm9705	0.3241705
NM_020603	Wdr46	6.63333
NM_029804	Hnrnpm	25.42315
NM_001109913	Hnrnpm	31.4421
NM_172619	Adamts10	1.231895
NM_001033978	H2-Eb2	0
NM_030697	Kank3	4.293745
NM_019693	Bat1a	60.0327
NM_009975	Csnk2b	36.00775
NM_001143689	H2-gs10	2.32204
NM_017463	Pbx2	17.1059
NM_008198	Cfb	0
NM_001142706	Cfb	0.573369
NM_028476	Atat1	3.577785
NM_010399	H2-T9	2.10315
NM_001142745	Atat1	0
NM_001142744	Atat1	2.553265
NM_010397	H2-T22	0.996568
NM_023162	Znrd1	17.43025
NM_009639	Crisp3	0.12782
NM_181753	Opn5	0.01516225
NM_001033493	Gpr111	0.10042745
NM_028474	3110082D06Rik	0.00091009
NM_030598	Rcan2	0
NM_009820	Runx2	0.07355415
NM_001145920	Runx2	0.00818745
NM_001146038	Runx2	0
NM_207671	Zfp318	7.424315
NM_021346	Zfp318	0.961302
NM_008938	Prph2	0.03475065
NM_001081335	Cul9	0.5998915
NM_025611	Cul7	13.26455
NM_029338	Rsph9	0.3116255
NM_028751	Tjap1	10.11806
NM_145489	AI661453	7.67774
NM_172622	Trerf1	0.891125
NM_001081636	Ccnd3	1.49179
NM_001081635	Ccnd3	1.344105
NM_001097623	Trerf1	2.02914
NM_027452	Lrfn2	0
NM_181397	Rftn1	0.2282595
NM_177052	Kif6	0.255852
NM_001008231	Daam2	0.169495
NM_028162	Tbc1d5	2.594245
NM_013880	Plcl2	0.7940625
NM_001163632	Satb1	0
NM_001163630	Satb1	1.793605
NM_009122	Satb1	0
NM_001163631	Satb1	0
NM_001031811	Kcnh8	0.0278734
NM_020005	Kat2b	2.51741
NM_008233	Hdgfrp2	16.9743
NM_028370	Pot1b	2.321665
NM_028381	Ccdc94	2.088775
NM_139138	Emr4	0.00792205
NM_172132	Kdm4b	2.312865
NM_010130	Emr1	0
NM_133801	Gtf2f1	18.949
NM_028782	Lonp1	16.67745
NM_030141	1700061G19Rik	2.377345
NM_001081653	Cntnap5c	0
NM_027001	2610034M16Rik	0.00662575
NM_010109	Efna5	1.80647
NM_207654	Efna5	5.29167
NM_015794	Fbxl17	0.6238355
NM_001037997	Fert2	6.266885
NM_008000	Fert2	0
NM_001008973	Tmem232	0.0342472
NM_172963	1110012J17Rik	1.75537
NM_001114098	1110012J17Rik	9.473365
NM_024448	Rab12	23.12175
NM_001025572	Ankrd12	2.35831
NM_177278	L3mbtl4	0.00937939
NM_172964	Arhgap28	3.938475
NM_013813	Epb4.1l3	5.74084
NM_001128181	Dlgap1	0.3448815
NM_177639	Dlgap1	0
NM_001128180	Dlgap1	0.3483895
NM_027712	Dlgap1	0
NM_001083934	Myom1	0
NM_001164885	Lpin2	0
NM_010867	Myom1	0.176099
NM_028887	Smchd1	21.41155
NM_022882	Lpin2	2.62857
NM_029999	Lbh	1.31411
NM_027864	Galnt14	0.399519
NM_001081071	Lclat1	2.783905
NM_001033444	Capn13	0
NM_007566	Birc6	18.249
NM_024428	Dpy30	0
NM_152817	Ttc27	11.31875
NM_001146224	Dpy30	10.032515
NM_001146223	Dpy30	45.1578
NM_001146222	Dpy30	1.9754
NM_001033367	Nlrc4	0.196206
NM_001166493	Rasgrp3	0
NM_206958	Ltbp1	1.5205
NM_207246	Rasgrp3	0.07548725
NM_001163625	Sult6b1	0.805105
NM_001081179	Heatr5b	5.600415
NM_026516	Tmem178	0.03595275
NM_009231	Sos1	9.343865
NM_001081357	Map4k3	10.5302
NM_199466	Eml4	0
NM_001114362	Eml4	0
NM_001114361	Eml4	22.3318
NM_134117	Pkdcc	1.915715
NM_153512	Kcng3	0.3448195
NM_183021	Thada	6.71397
NM_054082	Mta3	4.236685
NM_001171052	Mta3	1.47828
NM_001171054	Mta3	27.17745
NM_001171053	Mta3	0
NM_028576	1700106N22Rik	0.954456
NM_031884	Abcg5	0.0122209
NM_009205	Slc3a1	0.089349
NR_027929	1110020A21Rik	0
NM_030133	Srbd1	9.716115
NM_028639	Ttc7	1.663955
NM_019936	Cript	12.61185
NM_010137	Epas1	1.78492
NM_029298	1700011E24Rik	0
NM_180974	Foxn2	8.77686
NM_013523	Fshr	0
NR_024720	2700099C18Rik	7.57359
NR_003519	Pisd-ps2	4.26209
NM_001101560	Cldn20	0
NM_175349	Ldhal6b	0
NM_027457	5730437N04Rik	14.29545
NM_001111017	Serac1	2.4556285
NM_177311	Serac1	1.795095
NM_181392	Gtf2h5	15.06855
NM_001166629	Dynlt1a	2.05755
NM_009342	Dynlt1b	0.991037
NM_001166630	Dynlt1c	1.594405
NR_028306	Tmem181d-ps	0.832055
NR_028305	Tmem181c-ps	0.832055
NM_001166627	Dynlt1f	0
NM_031395	Sytl3	0.05408655
NM_183370	Sytl3	0
NM_183368	Sytl3	0
NM_026611	Rnaset2b	7.407205
NM_147155	Tagap1	8.14128
NM_001083945	Rsph3b	2.937965
NR_030465	Mir692-1	0.253724
NM_011553	Tcp10b	0.01361245
NM_001098267	Ttll2	0.00350465
NM_001142539	Gm9992	0.0078775
NM_025789	Rsph3a	2.32904
NM_001083938	Rnaset2a	7.79695
NM_018819	Brp44l	1.0166815
NM_009835	Ccr6	0
NM_009309	T	2.953795
NR_028280	Prr18	0
NM_178774	Prr18	0.197605
NM_001161832	T2	0.197619
NM_025851	1700010I14Rik	0.0456868
NR_027881	6530411M01Rik	0
NM_001163836	Pabpc6	0.568841
NM_011395	Slc22a3	0.147937
NM_013667	Slc22a2	0
NM_010515	Igf2r	15.86945
NM_001034866	Pnldc1	3.511355
NM_030726	Mrgprh	0.0489949
NM_008552	Mas1	0.132601
NM_009338	Acat2	23.9835
NM_001113533	Wtap	15.7527
NR_028479	Snora20	0
NM_175394	Wtap	3.004525
NM_013686	Tcp1	130.045
NM_153151	Acat3	5.573905
NM_013671	Sod2	13.7971
NM_001113532	Wtap	1.36725
NR_024558	Gm11166	0.00346199
NM_009341	Tcp10c	0.0189017
NM_199252	Unc93a	0.00996449
NM_001013832	Gpr31c	0.0118501
NM_001167913	Smok2b	0.0277669
NM_013741	Smok2a	0.03204225
NM_001167578	Gm9880	0.02285515
NR_030763	Smok4a	0.3507145
NM_001122977	Gm7168	0.0172526
NM_172826	Dact2	5.484195
NR_027986	4930474M22Rik	0
NM_001034891	2210404J11Rik	0.502459
NM_001039552	2210404J11Rik	2.36793
NM_198104	Tcte3	0.0449596
NM_001123368	Gm3417	0.581327
NM_001083882	1600012H06Rik	2.993095
NM_001083881	1600012H06Rik	0
NM_001083880	1600012H06Rik	0
NM_001123367	Gm3448	0.5064455
NM_001123372	Gm3435	1.96595
NM_011560	Tcte3	0.6475505
NM_026451	1600012H06Rik	3.179065
NM_001123370	9030025P20Rik	2.716825
NM_024250	Phf10	25.8395
NR_027905	LOC106740	2.750315
NM_007865	Dll1	0.1882285
NM_024203	Fam120b	2.06399
NM_011185	Psmb1	70.734
NM_008799	Pdcd2	9.930545
NM_013684	Tbp	11.5907
NM_144809	Prdm9	0.583015
NM_178615	Rgmb	3.01254
NM_001163919	BC018101	0.1498095
NM_011765	Zfp97	2.506845
NM_001005358	BC018101	2.607045
NM_025934	Riok2	11.09405
NM_001104539	Vmn2r90	0
NM_001162909	Ncrna00085	2.862005
NM_008039	Fpr2	0.004388925
NM_013521	Fpr1	0.02304455
NR_029539	Mir125a	0
NR_029730	Mirlet7e	0
NR_029536	Mir99b	0
NM_008215	Has1	0.838348
NM_008042	Fpr3	0.004662335
NM_001104540	Vmn2r91	0
NM_001104541	Vmn2r92	0
NM_001104543	Vmn2r94	0.0109964
NM_001104542	Vmn2r93	0
NM_001102581	Vmn2r95	0
NM_001104547	Vmn2r96	0
NM_001104549	Vmn2r97	0.0117896
NM_001104550	Vmn2r98	0
NM_001104563	Vmn2r101	0
NM_001104564	Vmn2r102	0
NM_001104567	Vmn2r105	0
NM_177316	Fpr-rs6	0
NM_001104568	Vmn2r106	0
NM_001104569	Vmn2r107	0
NM_001166735	Vmn1r224	0
NM_134194	Vmn1r225	0
NM_001104571	Vmn2r109	0
NM_134191	Vmn1r226	0
NM_001104572	Vmn2r110	0
NM_134195	Vmn1r227	0
NM_134197	Vmn1r230	0
NM_134193	Vmn1r232	0
NM_134202	Vmn1r233	0
NM_145483	Zfp160	2.52857
NM_134200	Vmn1r237	0.0350436
NM_009558	Zfp51	4.156995
NM_011760	Zfp54	1.0396
NM_172486	Zfp677	2.06737
NM_144515	Zfp52	2.098225
NM_001002008	BC049807	3.37689
NM_001008501	Zfp760	3.7593
NM_001166497	3110052M02Rik	0.3999275
NM_001164676	Zfp229	2.910695
NM_029281	Zfp820	2.026745
NR_003549	3110048L19Rik	0.707599
NM_001025373	4930432O21Rik	2.212655
NM_145484	Zfp758	1.65341
NM_176962	6330416L07Rik	2.89515
NM_198003	1300003B13Rik	2.704665
NM_001104573	Vmn2r111	0
NM_001104575	Vmn2r112	0
NM_001110254	A630033E08Rik	0
NM_177358	A630033E08Rik	1.91097
NM_001104578	Vmn2r113	0
NM_009555	Zfp40	1.108465
NM_001102584	Vmn2r114	0.002438935
NM_001104579	Vmn2r115	0.002436095
NM_001104581	Vmn2r117	0.002436095
NM_001033496	Zfp213	1.299535
NM_181821	Hcfc1r1	23.40365
NM_018777	Cldn6	88.5675
NM_001161746	Tnfrsf12a	3.716965
NM_013749	Tnfrsf12a	9.15844
NM_020293	Cldn9	0.8940735
NM_153784	Ccdc64b	0.7565935
NM_001008425	Thoc6	13.12945
NM_001033339	Mmp25	3.57163
NM_001033425	Zscan10	12.31425
NM_027644	Prss41	1.62856
NM_175229	Srrm2	90.0697
NM_026305	Tceb2	60.11775
NM_153791	Flywch1	5.488445
NM_001081399	Prss33	0.292668
NM_023824	Paqr4	0.9733295
NM_023058	Pkmyt1	6.032735
NM_028416	Kremen2	0.3218695
NR_015472	9530082P21Rik	2.1723
NM_029798	Flywch2	3.211435
NM_027220	Prss32	0.02088215
NM_011321	Sbp	0
NM_013921	Prss30	0
NM_001077421	Sbpl	0
NM_020487	Prss21	0
NM_019910	Dcpp1	0
NM_001077633	Dcpp3	0
NM_001039238	Dcpp2	0
NM_027008	Kctd5	16.93405
NM_175440	Prss27	0.07467345
NM_133731	Prss22	0.10871875
NM_001163849	Tbc1d24	0.8283425
NM_028056	1600002H07Rik	5.006345
NM_172935	Amdhd2	6.328345
NM_010947	Ntn3	0.274442
NM_001163853	Tbc1d24	1.2401525
NM_001163852	Tbc1d24	0
NM_009729	Atp6v0c	36.8157
NM_173186	Tbc1d24	0
NM_001163850	Tbc1d24	0.3437605
NM_001163851	Tbc1d24	0
NM_001031621	Abca17	0.05050265
NM_001080128	Rnps1	0
NM_001080127	Rnps1	30.5553
NM_009070	Rnps1	15.58015
NM_175682	9930021D14Rik	0.01127571
NM_025718	Dnase1l2	0.141126
NM_007893	E4f1	2.392225
NM_019988	Mlst8	3.87005
NM_010023	Dci	9.68856
NM_025954	Pgp	5.17788
NM_153792	Traf7	5.93895
NM_011647	Tsc2	2.43024
NM_013630	Pkd1	2.71651
NM_001172113	Traf7	10.07672
NM_001172114	Traf7	1.136835
NM_001039363	Tsc2	4.235535
NM_177375	Rab26	0.4656235
NM_026205	Rnf151	0.07222205
NM_183149	Zfp598	10.76055
NM_008503	Rps2	20.14425
NM_011522	Syngr3	2.336075
NM_013759	Sepx1	8.294335
NR_027900	Snhg9	6.340645
NM_145396	Tbl3	10.30989
NM_025425	Rpl3l	0.0532355
NM_027988	Noxo1	0.2505365
NM_023055	Slc9a3r2	1.722
NM_001163945	Rpl3l	0.088886
NM_023449	Slc9a3r2	1.352769
NM_001099664	Npw	0.2328575
NM_026684	Ndufb10	23.1673
NR_002897	Snora64	8.496665
NR_028515	Snora78	4.742305
NM_001012402	Hs3st6	0.1504575
NM_023040	Gfer	22.44095
NM_011956	Nubp2	8.19795
NM_023480	Fahd1	3.404255
NM_019730	Nme3	9.231535
NM_001159626	Hagh	1.4044695
NM_001163102	Eme2	0.91291
NM_023260	Mrps34	8.44249
NM_027141	Spsb3	1.165415
NM_008340	Igfals	0.4786535
NM_029197	4930528F23Rik	0.01623955
NM_001163751	Spsb3	0.75219
NM_001163750	Spsb3	0.9480555
NM_024284	Hagh	5.35006
NM_198937	Hn1l	45.88625
NM_020608	Cramp1l	5.190575
NM_027880	Telo2	0.9682265
NM_001163416	Ptx4	0.01853615
NM_001163661	Telo2	1.014111
NM_001001183	Tmem204	0
NM_011665	Ube2i	16.11695
NM_028789	Unkl	1.89894
NM_172529	Gnptg	4.55247
NR_027452	LOC100272221	0.10215185
NM_183150	BC003965	4.239125
NM_001163718	0610007P22Rik	4.05985
NM_026676	0610007P22Rik	1.5549
NM_001163270	Baiap3	0.2295175
NM_053259	Prss28	0
NM_012034	Tpsg1	0.00133311
NM_010781	Tpsb2	0
NM_031187	Tpsab1	0
NM_178372	Prss34	0
NM_053260	Prss29	0
NM_027951	Tekt4	0
NM_011425	Sstr5	0.02155075
NM_011447	Sox8	0.06947585
NM_029624	Lmf1	2.64752
NM_018857	Msln	1.79228
NM_028009	Rpusd1	5.053015
NM_022422	Gng13	4.4183
NM_133719	Metrn	7.134415
NM_026897	Haghl	3.94031
NM_177822	Mslnl	0.0420943
NM_145410	Fam173a	8.828485
NM_001165929	Ccdc78	0.208952
NM_145409	Chtf18	7.45284
NM_026238	Narfl	3.718585
NM_019719	Stub1	17.10325
NM_026686	0610011F06Rik	8.18627
NM_011822	Pigq	11.6953
NR_028042	Gm10012	30.76145
NM_026633	Fam195a	1.63886
NM_145999	Rhot2	5.29966
NM_144816	Rhbdl1	0.4935415
NM_001163766	Wdr90	1.079815
NM_173741	Wdr24	5.06422
NM_028101	Jmjd8	6.75405
NM_001100454	Wfikkn1	0.4191315
NM_139154	Rab40c	5.448485
NM_001039038	Nhlrc4	0.0556374
NM_001162868	Rab11fip3	1.730775
NM_153140	Rab11fip3	2.26774
NM_015830	Solh	2.924895
NM_001162869	Rab11fip3	2.740165
NM_009733	Axin1	1.12439
NM_011933	Decr2	5.82261
NM_008113	Arhgdig	2.602015
NM_001081070	Pdia2	0.1656335
NM_019731	Nme4	28.83495
NM_001159598	Axin1	7.455335
NM_021793	Tmem8	3.74716
NM_024227	Mrpl28	26.45485
NM_028190	Luc7l	7.7428
NM_025881	Luc7l	15.0682
NM_207217	Itfg3	6.25031
NM_001081656	Neurl1B	0.977876
NM_013642	Dusp1	14.46485
NM_025272	Atp6v0e	26.99635
NM_008700	Nkx2-5	0.0362939
NM_172149	Bnip1	5.982265
NM_026948	Cuta	9.277545
NM_009343	Phf1	2.166915
NM_026307	Cuta	6.069305
NM_053173	Kifc5b	10.67075
NM_001005916	Zbtb9	4.757215
NM_007523	Bak1	19.1642
NM_080553	Itpr3	4.56956
NM_027544	Ggnbp1	1.27447
NM_173027	Ip6k3	0
NM_146075	Lemd2	4.29839
NM_001013385	Grm4	0.05863245
NM_016660	Hmga1	16.4678
NM_001166477	Hmga1-rs1	44.23355
NM_025963	Rps10	173.7775
NM_019837	Nudt3	13.3929
NM_001166537	Hmga1	17.4832
NM_001002895	AI413582	4.05315
NM_001166476	Hmga1-rs1	47.7915
NM_001166544	Hmga1	0
NM_001166543	Hmga1	8.3906
NM_001166545	Hmga1	0
NM_013891	Spdef	0.221587
NM_178365	Pacsin1	1.62241
NM_011861	Pacsin1	1.338145
NM_026836	Taf11	8.890775
NM_001080769	Uhrf1bp1	4.79491
NM_011432	Snrpc	20.77495
NM_013687	Tcp11	1.150407
NM_001085555	Tcp11	1.080455
NM_001004366	Scube3	4.3526
NM_027185	Def6	4.163765
NM_011145	Ppard	6.006395
NM_172617	Zfp523	2.259875
NM_001163819	Fance	5.4933
NM_021478	Tulp1	1.777275
NM_011287	Rpl10a	137.137
NM_001163820	Fance	0
NM_001098226	Tead3	2.03231
NR_028296	Fance	0
NR_028297	Fance	0.74715
NM_011566	Tead3	3.158095
NM_025469	Clps	0
NM_026290	4930511I11Rik	0.05281005
NM_026571	Lhfpl5	0.046627
NM_016795	Srpk1	36.62945
NM_011950	Mapk13	11.2558
NM_172450	4930539E08Rik	0.474926
NM_153390	Pxt1	0.3898315
NM_001034885	Pnpla1	0.0197706
NM_013663	Srsf3	30.0876
NM_134115	Stk38	19.78335
NM_007669	Cdkn1a	25.2597
NM_001002786	Rab44	0.007427
NM_019880	Mtch1	21.2853
NM_026845	Ppil1	24.37265
NM_023734	Pi16	0.1171776
NM_030561	BC004004	4.480385
NM_001159538	Fgd2	0
NM_013710	Fgd2	0.610073
NM_008842	Pim1	58.9231
NM_198647	Tbc1d22b	5.57673
NM_001162901	Tmem217	0
NM_001162902	Tmem217	0.1047618
NM_028791	Ftsjd2	8.843605
NM_001163741	1110021J02Rik	2.723485
NM_026782	1110021J02Rik	2.0219
NR_030688	Gm6402	9.53441
NM_001113560	Glo1	0
NM_025374	Glo1	20.78295
NM_177465	Umodl1	0
NM_009363	Tff2	0
NM_011575	Tff3	0
NM_177823	Ubash3a	0.4659425
NM_025290	Rsph1	3.26857
NM_001083891	Ndufv3	21.05535
NM_030087	Ndufv3	6.34258
NM_021322	Wdr4	2.911045
NM_013501	Cryaa	0.02351695
NM_024187	U2af1	18.6199
NM_001163769	U2af1	17.186
NM_178224	Cbs	2.58873
NM_144855	Cbs	2.529265
NM_028244	Rrp1b	7.036235
NR_027316	Pdxk-ps	0.1055951
NM_001163734	Rrp1b	4.763405
NM_008716	Notch3	21.45045
NM_001033163	Ephx3	0.197971
NM_017476	Akap8l	9.769985
NM_019774	Akap8	19.1839
NM_178785	Rasal3	0.05157445
NM_021319	Pglyrp2	0.0133733
NM_177307	Cyp4f39	0.1248553
NR_029458	A530088E08Rik	0.0169849
NM_001101445	Cyp4f17	1.634645
NM_024442	Cyp4f16	1.613775
NM_134127	Cyp4f15	0.05097116
NM_001101588	Cyp4f40	0.021458055
NM_183177	Zfp811	2.06985
NM_177359	Zfp799	4.900385
NM_207245	Zfp870	1.83519
NM_172458	Zfp871	9.458755
NM_130882	Cyp4f13	1.76238
NM_022434	Cyp4f14	0.02433035
NM_153063	Zfp472	2.517545
NM_001045559	C920016K16Rik	2.25887
NM_177719	Morc2b	0.07380485
NM_001024950	Zfp563	0.6942405
NM_001009544	4921501E09Rik	0.01835205
NM_029952	Zfp883a	2.978785
NM_010998	Olfr55	0
NM_146937	Olfr63	0
NM_207175	Olfr239	0.0145826
NM_009542	Zfp101	2.33216
NM_207541	Zfp81	4.49805
NM_001142957	Zfp955b	4.080235
NM_183282	Actl9	0
NM_053214	Myo1f	0.0379052
NM_026712	Zfp414	8.0607
NM_001002842	Pram1	0
NR_028279	Pram1	0.5652545
NM_020581	Angptl4	1.12662
NM_008997	Rab11b	3.378565
NM_145486	March2	1.375925
NM_016844	Rps28	66.9884
NM_010385	H2-Ke2	41.3523
NM_020625	Zbtb22	5.036635
NM_007829	Daxx	9.333425
NM_009318	Tapbp	8.305335
NM_009059	Rgl2	3.164065
NM_023202	Ndufa7	93.1314
NM_019421	Cd320	4.694175
NM_001025313	Tapbp	12.1544
NM_011306	Rxrb	7.30616
NM_013543	H2-Ke6	4.23969
NM_001077709	Slc39a7	0.831915
NM_172620	Vps52	3.868345
NM_009926	Col11a2	0.149659
NR_004446	H2-K2	0.7895115
NM_011296	Rps18	48.36135
NM_019420	B3galt4	1.2185
NM_008202	Slc39a7	16.12255
NM_009066	Ring1	2.60184
NR_029800	Mir219-1	0
NR_033305	AA388235	0.185324
NM_001001892	H2-K1	12.5429
NM_013683	Tap1	4.294315
NM_010388	H2-DMb2	0.05445045
NM_013585	Psmb9	1.86155
NM_010238	Brd2	7.672155
NM_010724	Psmb8	5.261495
NM_010386	H2-DMa	0.9750755
NM_010387	H2-DMb1	0.2144655
NM_008206	H2-Oa	0.2561745
NM_001161730	Tap1	1.17226
NM_001025387	Brd2	18.56045
NM_010389	H2-Ob	0
NM_207105	H2-Ab1	0.431043
NM_010382	H2-Eb1	0.747502
NM_010378	H2-Aa	0.02852005
NM_011530	Tap2	3.53173
NM_010381	H2-Ea-ps	0
NM_001111094	Btnl3	0.05369415
NM_001001177	BC051142	0
NM_001163855	BC051142	0.01758165
NM_079835	Btnl2	0
NR_004051	Btnl5	0.002419175
NM_030746	Btn3a3	0.00646
NM_030747	Btnl6	0.0373115
NM_001081663	Btnl7	0.4849515
NM_134116	Gpsm3	1.314065
NM_010929	Notch4	0.7521275
NM_019873	Fkbpl	1.88574
NM_017406	Atf6b	6.608935
NM_007425	Ager	0.4989535
NM_001163379	Agpat1	17.65435
NM_019441	Ppt2	6.736825
NM_019403	Rnf5	16.58215
NM_030890	Prrt1	0.09315955
NM_152922	Egfl8	0.140654
NM_031176	Tnxb	0.0324694
NM_018862	Agpat1	0.914925
NM_019442	Stk19	3.11824
NM_009780	C4b	0.032818
NM_009995	Cyp21a1	0.0158167
NM_001163770	Dom3z	3.77518
NM_138580	Rdbp	7.308175
NM_021337	Skiv2l	2.525495
NM_033613	Dom3z	0
NM_011413	C4a	0.0484901
NM_001045863	Rdbp	6.063565
NM_001045864	Rdbp	0
NM_013558	Hspa1l	0.616066
NM_010478	Hspa1b	0.7850455
NM_013484	C2	1.39828
NM_023557	Slc44a4	1.29538
NM_147151	Ehmt2	9.791995
NM_145830	Ehmt2	2.506055
NM_001110101	Lsm2	31.2793
NM_030597	Lsm2	8.25105
NM_010893	Neu1	2.781015
NM_010479	Hspa1a	0.7127505
NR_028527	Snord52	0
NR_027943	1110038B12Rik	21.8692
NR_015536	1110038B12Rik	16.77725
NM_198886	Zbtb12	7.40563
NM_023463	Ly6g6c	0.833179
NM_011690	Vars	19.89765
NM_148947	Ly6g5c	0
NM_013600	Msh5	0.373508
NM_033478	Ly6g6d	0.5672715
NM_148939	Ly6g5b	0.057797
NM_033444	Clic1	54.16355
NM_138582	D17H6S56E-3	0.10694305
NR_028258	Ng23	0.334893
NM_001033221	AU023871	0.910907
NR_001462	G6b	0.20537865
NM_178592	Bat5	2.559575
NM_001163192	Ly6g6f	0
NM_027366	Ly6g6e	6.772045
NM_001146215	Msh5	0.23299
NM_023893	Ng23	0.4139215
NM_016765	Ddah2	25.6583
NM_057171	Bat3	26.48655
NM_033477	D17H6S53E	1.230809
NM_008518	Ltb	4.192875
NM_019467	Aif1	0.234194
NM_010734	Lst1	1.26473
NM_032460	Bat4	1.071935
NM_010735	Lta	0.10825455
NM_013693	Tnf	0.051278
NM_001128597	Bat4	2.310065
NM_023179	Atp6v1g2	0.61511
NM_010909	Nfkbil1	2.819865
NM_018816	Apom	0.0813201
NM_020027	Bat2	46.6993
NM_010390	H2-Q1	0.1751305
NM_010380	H2-D1	3.27726
NM_010392	H2-Q2	0.609607
NM_001025208	LOC547349	0.327929
NM_023124	H2-Q8	0.3734285
NM_207648	H2-Q6	0.7330775
NM_013633	Pou5f1	79.3926
NM_010391	H2-Q10	0.4791425
NM_010394	H2-Q7	0.673905
NM_146248	Cchcr1	2.44056
NM_020576	Psors1c2	1.6686
NM_001008424	Cdsn	0.0765196
NM_175148	2300002M23Rik	0.11533935
NM_001033366	Dpcr1	0.5532715
NM_007584	Ddr1	9.883825
NM_010364	Gtf2h4	11.41245
NM_172962	Ddr1	3.771095
NM_175137	Vars2	4.631395
NM_001163194	Sfta2	0
NM_175242	2310014H01Rik	3.65238
NM_134122	Nrm	9.805925
NM_026987	Dhx16	27.04985
NM_133662	Ier3	9.604315
NM_011655	Tubb5	352.895
NM_001033630	2310061I04Rik	12.3047
NM_008027	Flot1	9.71404
NM_001146711	2310014H01Rik	0.2010815
NM_001146710	2310014H01Rik	1.610495
NM_001010833	Mdc1	27.0788
NM_010398	H2-T23	0.210095
NM_008136	Gnl1	9.655715
NM_145487	Prr3	0.2650535
NM_025878	Mrps18b	17.4377
NM_013854	Abcf1	23.9121
NR_028278	Gm8801	1.389765
NM_001165892	Prr3	0.4637725
NM_008207	H2-T24	1.457425
NM_001163818	Ppp1r10	5.16863
NM_175934	Ppp1r10	0.96153
NR_015618	A930015D03Rik	0.6563895
NR_030608	Mir877	0
NR_028507	Prr3	1.396665
NR_028516	Prr3	2.53356
NM_010395	H2-T10	1.492315
NM_001034909	EG547347	0.15239205
NM_001081032	Gm8909	3.4266
NM_008199	H2-Bl	0.476658
NM_008208	H2-T3	0.263889
NM_177923	H2-M10.2	0.0587312
NM_024468	Trim39	2.879745
NM_178281	Trim39	0
NM_026308	Rpp21	8.372715
NM_013544	H2-M10.1	0
NM_201608	H2-M10.3	0
NM_177634	H2-M10.4	0.0612205
NM_177635	H2-M11	0
NM_008205	H2-M9	0
NM_177636	H2-M1	0
NM_177637	H2-M10.5	0
NM_201611	H2-M10.6	0.03703935
NM_146077	Trim31	0.01356225
NM_001025599	Trim26	8.588165
NM_029632	Ppp1r11	8.7255
NM_001099632	Rnf39	0.628153
NM_001172168	Trim40	0.07005995
NM_001033235	Trim40	0
NM_001024134	Trim15	0.267394
NM_011280	Trim10	0.02718495
NM_029747	2410137M14Rik	1.0271525
NR_033137	Zfp57	27.93785
NM_010814	Mog	0.926309
NM_001168502	Zfp57	3.621
NM_001168501	Zfp57	0
NM_029602	Znrd1as	7.01506
NM_019439	Gabbr1	18.83275
NM_001115075	H2-M5	2.530575
NM_146477	Olfr90	0.5616915
NM_001013745	Zfp57	6.60708
NM_146456	Olfr92	0.06499155
NM_023137	Ubd	18.1697
NM_146513	Olfr95	0
NM_182714	Olfr91	0.288836
NM_001011518	Olfr94	0.1551208
NM_001011813	Olfr93	0.03914635
NM_207673	Olfr100	0
NM_146833	Olfr103	0
NM_146510	Olfr98	0
NM_013819	H2-M3	0.937434
NM_146514	Olfr96	0
NM_146512	Olfr97	0
NM_146834	Olfr101	0.0298338
NM_001011721	Olfr102	0.01343245
NM_146515	Olfr99	0.0301263
NM_146511	Olfr107	0
NM_001011783	Olfr104	0
NM_001011764	Olfr106	0
NM_146465	Olfr108	0
NM_146289	Olfr113	0
NM_146287	Olfr114	0
NM_001013575	Olfr112	0
NM_008204	H2-M2	0.07835505
NM_001011753	Olfr115	0
NM_146328	Olfr110	0
NM_001005485	Olfr111	0
NM_207155	Olfr117	0
NM_213721	Olfr118	0
NM_146632	Olfr116	0
NM_146631	Olfr120	0
NM_147062	Olfr124	0
NM_146890	Olfr126	0
NM_146629	Olfr121	0
NM_146377	Olfr127	0
NM_206816	Olfr128	0
NM_001011829	Olfr761	0
NM_146867	Olfr131	0
NM_146487	Olfr130	0
NM_146327	Olfr129	0
NM_146831	Olfr133	0
NM_146332	Olfr135	0
NM_146832	Olfr134	0
NM_146807	Olfr136	0
NR_030494	Mir715	430.6215
NM_031190	Pgk2	0.0071458
NM_009638	Crisp1	1.111645
NM_001038500	Gm6084	0
NM_009420	Crisp2	0.039284
NM_027834	9130008F23Rik	1.98688
NM_011269	Rhag	0.0502106
NM_008650	Mut	8.642855
NM_001145060	Glyatl3	0.4727045
NM_031863	Cenpq	8.164425
NM_030067	Gpr115	0.0950063
NM_178589	Tnfrsf21	3.354135
NM_133776	Gpr110	0
NM_001081178	Gpr116	0.134257
NM_008585	Mep1a	0
NM_013737	Pla2g7	2.73226
NM_001161367	Tdrd6	0.0365572
NM_001161366	Tdrd6	0
NM_198418	Tdrd6	0
NM_028711	Slc25a27	1.647475
NM_018887	Cyp39a1	1.800425
NM_199016	Enpp4	0.5614065
NM_032003	Enpp5	4.531585
NM_001168620	Enpp5	0
